12.11	1.Name	2.Nr	3.Release date	4.Price	5.ID	6.File Name	7.Limited
Camille	Coven Camille	2	11/27/2018	1350	170	Camille_2	
Camille	iG Camille	3	4/23/2019	1350	171	Camille_10	yes
Camille	Arcana Camille	4	5/13/2021	1350	172	Camille_11	
Cassiopeia	Original Cassiopeia	0	12/14/2010	880	173	Cassiopeia_0	
Cassiopeia	Desperada Cassiopeia	1	12/14/2010	520	174	Cassiopeia_1	
Cassiopeia	Siren Cassiopeia	2	12/14/2010	520	175	Cassiopeia_2	
Cassiopeia	Mythic Cassiopeia	3	7/18/2012	975	176	Cassiopeia_3	
Cassiopeia	Jade Fang Cassiopeia	4	2/8/2013	975	177	Cassiopeia_4	
Cassiopeia	Eternum Cassiopeia	5	9/20/2017	1350	178	Cassiopeia_8	
Cassiopeia	Spirit Blossom Cassiopeia	6	8/6/2020	1350	179	Cassiopeia_9	
Cassiopeia	Coven Cassiopeia	7	8/12/2021	1350	180	Cassiopeia_18	
Cho'Gath	Original Cho'Gath	0	6/25/2009	585	181	Chogath_0	
Cho'Gath	Nightmare Cho'Gath	1	11/20/2009	520	182	Chogath_1	
Cho'Gath	Gentleman Cho'Gath	2	5/11/2010	1820	183	Chogath_2	
Cho'Gath	Loch Ness Cho'Gath	3	3/1/2011	520	184	Chogath_3	
Cho'Gath	Jurassic Cho'Gath	4	11/1/2011	975	185	Chogath_4	
Cho'Gath	Battlecast Prime Cho'Gath	5	8/3/2012	1820	186	Chogath_5	
Cho'Gath	Prehistoric Cho'Gath	6	6/14/2015	750	187	Chogath_6	
Cho'Gath	Dark Star Cho'Gath	7	7/13/2018	special	188	Chogath_7	
Cho'Gath	Shan Hai Scrolls Cho'Gath	8	1/28/2021	1350	189	Chogath_14	
Corki	Original Corki	0	9/18/2009	790	190	Corki_0	
Corki	UFO Corki	1	1/1/2010	special	191	Corki_1	yes
Corki	Ice Toboggan Corki	2	2/12/2010	1820	192	Corki_2	
Corki	Red Baron Corki	3	3/24/2010	1820	193	Corki_3	
Corki	Hot Rod Corki	4	7/27/2010	520	194	Corki_4	
Corki	Urfrider Corki	5	4/4/2011	975	195	Corki_5	
Corki	Dragonwing Corki	6	2/8/2013	975	196	Corki_6	
Corki	Fnatic Corki	7	9/24/2014	750	197	Corki_7	yes
Corki	Arcade Corki	8	8/24/2016	1350	198	Corki_8	
Corki	Corgi Corki	9	3/27/2019	1350	199	Corki_18	
Corki	Astronaut Corki	10	7/1/2021	1350	200	Corki_26	
Darius	Original Darius	0	5/22/2012	880	201	Darius_0	
Darius	Lord Darius	1	5/22/2012	975	202	Darius_1	
Darius	Bioforge Darius	2	11/13/2012	975	203	Darius_2	
Darius	Woad King Darius	3	6/16/2013	975	204	Darius_3	
Darius	Dunkmaster Darius	4	10/12/2014	1820	205	Darius_4	
Darius	Academy Darius	5	8/26/2015	750	206	Darius_8	
Darius	Dreadnova Darius	6	4/12/2017	special	207	Darius_14	
Darius	God-King Darius	7	6/27/2018	1820	208	Darius_15	
Darius	High Noon Darius	8	10/10/2019	1350	209	Darius_16	
Darius	Lunar Beast Darius	9	2/4/2021	1350	210	Darius_24	
Darius	Crime City Nightmare Darius		8/26/2021	1350		Darius_33	
Diana	Original Diana	0	8/7/2012	880	212	Diana_0	
Diana	Dark Valkyrie Diana	1	8/7/2012	975	213	Diana_1	
Diana	Lunar Goddess Diana	2	1/28/2014	975	214	Diana_2	
Diana	Infernal Diana	3	4/20/2016	1350	215	Diana_3	
Diana	Blood Moon Diana	4	2/9/2017	1350	216	Diana_11	
Diana	Dark Waters Diana	5	5/31/2018	1350	217	Diana_12	
Diana	Dragonslayer Diana	6	1/30/2020	1350	218	Diana_18	
Diana	Battle Queen Diana	7	12/10/2020	1350	219	Diana_25	
Diana	Battle Queen Diana Prestige Edition	8	12/10/2020	special	220	Diana_26	
Diana	Sentinel Diana	9	7/8/2021	1350	221	Diana_27	
Diana	Firecracker Diana		1/26/2022	1350		Diana_37	
Draven	Original Draven	0	6/5/2012	880	233	Draven_0	
Draven	Soul Reaver Draven	1	6/5/2012	1350	234	Draven_1	
Draven	Gladiator Draven	2	3/25/2013	975	235	Draven_2	
Draven	Primetime Draven	3	6/20/2014	975	236	Draven_3	
Draven	Pool Party Draven	4	6/25/2015	975	237	Draven_4	
Draven	Beast Hunter Draven	5	2/4/2016	750	238	Draven_5	
Draven	Draven Draven	6	3/31/2016	500	239	Draven_6	
Draven	Santa Draven	7	12/12/2017	1350	240	Draven_12	
Draven	Mecha Kingdoms Draven	8	1/15/2020	1350	241	Draven_13	
Draven	Ruined Draven	9	1/21/2021	1350	242	Draven_20	
Draven	Debonair Draven		12/9/2021	1350		Draven_29	
Ekko	Original Ekko	0	5/27/2015	975	243	Ekko_0	
Ekko	Sandstorm Ekko	1	5/27/2015	975	244	Ekko_1	
Ekko	Academy Ekko	2	8/26/2015	750	245	Ekko_2	
Ekko	PROJECT: Ekko	3	8/1/2016	1350	246	Ekko_3	
Ekko	SKT T1 Ekko	4	6/27/2017	1350	247	Ekko_11	yes
Ekko	Trick or Treat Ekko	5	10/24/2018	1350	248	Ekko_12	
Ekko	True Damage Ekko	6	11/10/2019	1820	249	Ekko_19	
Ekko	Pulsefire Ekko	7	5/14/2020	1350	250	Ekko_28	
Elise	Original Elise	0	10/26/2012	880	251	Elise_0	
Elise	Death Blossom Elise	1	10/26/2012	975	252	Elise_1	
Elise	Victorious Elise	2	12/20/2013	special	253	Elise_2	
Elise	Blood Moon Elise	3	1/8/2015	975	254	Elise_3	
Elise	SKT T1 Elise	4	8/17/2016	975	255	Elise_4	yes
Elise	Super Galaxy Elise	5	10/16/2017	1350	256	Elise_5	
Elise	Bewitching Elise	6	10/22/2020	1350	257	Elise_6	
Evelynn	Original Evelynn	0	4/30/2009	585	258	Evelynn_0	
Evelynn	Shadow Evelynn	1	11/20/2009	520	259	Evelynn_1	
Evelynn	Masquerade Evelynn	2	5/17/2010	520	260	Evelynn_2	
Evelynn	Tango Evelynn	3	10/5/2010	520	261	Evelynn_3	
Evelynn	Safecracker Evelynn	4	11/28/2014	750	262	Evelynn_4	
Evelynn	Blood Moon Evelynn	5	5/8/2018	975	263	Evelynn_5	
Evelynn	K/DA Evelynn	6	11/3/2018	1350	264	Evelynn_6	
Evelynn	K/DA Evelynn Prestige Edition	7	4/18/2019	special	265	Evelynn_7	
Evelynn	Sugar Rush Evelynn	8	12/17/2019	1350	266	Evelynn_8	
Evelynn	K/DA ALL OUT Evelynn	9	10/29/2020	1350	267	Evelynn_15	
Evelynn	Coven Evelynn	10	8/12/2021	1820	268	Evelynn_24	
Ezreal	Original Ezreal	0	3/16/2010	880	269	Ezreal_0	
Ezreal	Nottingham Ezreal	1	3/16/2010	520	270	Ezreal_1	
Ezreal	Striker Ezreal	2	6/24/2010	520	271	Ezreal_2	
Ezreal	Frosted Ezreal	3	7/18/2010	520	272	Ezreal_3	
Ezreal	Explorer Ezreal	4	10/13/2010	750	273	Ezreal_4	
Ezreal	Pulsefire Ezreal	5	6/29/2012	3250	274	Ezreal_5	
Ezreal	TPA Ezreal	6	5/23/2013	750	275	Ezreal_6	yes
Ezreal	Debonair Ezreal	7	8/5/2014	750	276	Ezreal_7	
Ezreal	Ace of Spades Ezreal	8	5/20/2015	750	277	Ezreal_8	
Ezreal	Arcade Ezreal	9	8/24/2016	1350	278	Ezreal_9	
Ezreal	Star Guardian Ezreal	10	9/6/2017	1350	279	Ezreal_18	
Ezreal	SSG Ezreal	11	7/20/2018	1350	280	Ezreal_19	yes
Ezreal	Pajama Guardian Ezreal	12	11/21/2018	1350	281	Ezreal_20	
Ezreal	Battle Academia Ezreal	13	5/15/2019	1820	282	Ezreal_21	
Ezreal	PsyOps Ezreal Prestige Edition	14	9/3/2020	special	283	Ezreal_22	
Ezreal	PsyOps Ezreal	15	9/3/2020	1350	284	Ezreal_23	
Ezreal	Porcelain Protector Ezreal		1/26/2022	1820		Ezreal_25	
Fiddlesticks	Original Fiddlesticks	0	2/21/2009	585	285	FiddleSticks_0	
Fiddlesticks	Union Jack Fiddlesticks	1	2/12/2010	520	286	FiddleSticks_1	
Fiddlesticks	Spectral Fiddlesticks	2	3/16/2010	520	287	FiddleSticks_2	
Fiddlesticks	Fiddle Me Timbers	3	4/26/2010	750	288	FiddleSticks_3	
Fiddlesticks	Bandito Fiddlesticks	4	8/10/2010	520	289	FiddleSticks_4	
Fiddlesticks	Pumpkinhead Fiddlesticks	5	10/19/2010	520	290	FiddleSticks_5	
Fiddlesticks	Surprise Party Fiddlesticks	6	10/27/2011	975	291	FiddleSticks_6	
Fiddlesticks	Dark Candy Fiddlesticks	7	12/14/2012	975	292	FiddleSticks_7	
Fiddlesticks	Risen Fiddlesticks	8	4/29/2015	1350	293	FiddleSticks_8	
Fiddlesticks	Praetorian Fiddlesticks	9	11/8/2018	1350	294	FiddleSticks_9	
Fiora	Original Fiora	0	2/29/2012	880	295	Fiora_0	
Fiora	Nightraven Fiora	1	2/29/2012		296	Fiora_1	
Fiora	Royal Guard Fiora	2	2/29/2012	520	297	Fiora_2	
Fiora	Headmistress Fiora	3	10/26/2012	975	298	Fiora_3	
Fiora	PROJECT: Fiora	4	9/7/2015	1350	299	Fiora_4	
Fiora	Pool Party Fiora	5	7/13/2016	1350	300	Fiora_5	
Fiora	Soaring Sword Fiora	6	9/27/2017	1350	301	Fiora_22	
Fiora	Heartpiercer Fiora	7	2/11/2019	1350	302	Fiora_23	
Fiora	iG Fiora	8	4/23/2019	1350	303	Fiora_31	yes
Fiora	Pulsefire Fiora	9	5/14/2020	1350	304	Fiora_41	
Fiora	Lunar Beast Fiora	10	2/4/2021	1350	305	Fiora_50	
Fiora	Lunar Beast Fiora Prestige Edition	11	2/4/2021	special	306	Fiora_51	
Fiora	Bewitching Fiora		10/7/2021	1350		Fiora_60	
Fizz	Original Fizz	0	11/15/2011	880	307	Fizz_0	
Fizz	Atlantean Fizz	1	11/15/2011	520	308	Fizz_1	
Fizz	Tundra Fizz	2	11/15/2011	750	309	Fizz_2	
Fizz	Fisherman Fizz	3	4/1/2012	975	310	Fizz_3	
Fizz	Void Fizz	4	4/6/2014	1350	311	Fizz_4	
Fizz	Cottontail Fizz	5	8/9/2015	975	312	Fizz_8	
Fizz	Super Galaxy Fizz	6	5/25/2016	1350	313	Fizz_9	
Fizz	Omega Squad Fizz	7	7/26/2017	1350	314	Fizz_10	
Fizz	Fuzz Fizz	8	3/27/2019	1350	315	Fizz_14	
Fizz	Fuzz Fizz Prestige Edition	9	3/27/2019	special	316	Fizz_15	
Fizz	Little Devil Fizz	10	10/22/2020	1350	317	Fizz_16	
Galio	Original Galio	0	8/10/2010	790	318	Galio_0	
Galio	Enchanted Galio	1	8/10/2010	520	319	Galio_1	
Galio	Hextech Galio	2	8/10/2010	520	320	Galio_2	
Galio	Commando Galio	3	1/18/2011	520	321	Galio_3	
Galio	Gatekeeper Galio	4	4/23/2012	1820	322	Galio_4	
Galio	Debonair Galio	5	4/13/2015	750	323	Galio_5	
Galio	Birdio	6	3/29/2018	975	324	Galio_6	
Galio	Infernal Galio	7	9/5/2019	1350	325	Galio_13	
Galio	Dragon Guardian Galio	8	4/15/2021	1350	326	Galio_19	
Gangplank	Original Gangplank	0	8/18/2009	790	327	Gangplank_0	
Gangplank	Spooky Gangplank	1	3/16/2010	520	328	Gangplank_1	
Gangplank	Minuteman Gangplank	2	7/3/2010	520	329	Gangplank_2	
Gangplank	Sailor Gangplank	3	1/10/2011	750	330	Gangplank_3	
Gangplank	Toy Soldier Gangplank	4	12/14/2011	975	331	Gangplank_4	
Gangplank	special Forces Gangplank	5	9/12/2012	975	332	Gangplank_5	
Gangplank	Sultan Gangplank	6	11/13/2013	975	333	Gangplank_6	
Gangplank	Captain Gangplank	7	8/9/2015	975	334	Gangplank_7	
Gangplank	Dreadnova Gangplank	8	1/12/2017	1350	335	Gangplank_8	
Gangplank	Pool Party Gangplank	9	8/2/2018	1350	336	Gangplank_14	
Gangplank	FPX Gangplank	10	4/30/2020	1350	337	Gangplank_21	yes
Garen	Original Garen	0	4/27/2010	260	338	Garen_0	
Garen	Desert Trooper Garen	1	4/27/2010	520	339	Garen_1	
Garen	Sanguine Garen	2	4/27/2010	520	340	Garen_2	
Garen	Commando Garen	3	9/8/2010	520	341	Garen_3	
Garen	Dreadknight Garen	4	1/18/2011	975	342	Garen_4	
Garen	Rugged Garen	5	8/15/2011	750	343	Garen_5	
Garen	Steel Legion Garen	6	2/1/2013	1350	344	Garen_6	
Garen	Rogue Admiral Garen	7	7/22/2015	750	345	Garen_10	
Garen	Warring Kingdoms Garen	8	1/19/2017	1350	346	Garen_11	
Garen	God-King Garen	9	6/27/2018	1820	347	Garen_13	
Garen	Demacia Vice Garen	10	7/18/2019	1350	348	Garen_14	
Garen	Mecha Kingdoms Garen	11	1/15/2020	1350	349	Garen_22	
Garen	Mecha Kingdoms Garen Prestige Edition	12	1/15/2020	special	350	Garen_23	
Garen	Battle Academia Garen	13	3/18/2021	1350	351	Garen_24	
Gnar	Original Gnar	0	8/13/2014	975	352	Gnar_0	
Gnar	Dino Gnar	1	8/13/2014	975	353	Gnar_1	
Gnar	Gentleman Gnar	2	7/14/2015	975	354	Gnar_2	
Gnar	Snow Day Gnar	3	12/10/2015	975	355	Gnar_3	
Gnar	El León Gnar	4	6/1/2016	750	356	Gnar_4	
Gnar	Super Galaxy Gnar	5	10/16/2017	1350	357	Gnar_13	
Gnar	SSG Gnar	6	7/20/2018	1350	358	Gnar_14	yes
Gnar	Astronaut Gnar	7	5/28/2020	1350	359	Gnar_15	
Gnar	Elderwood Gnar		1/6/2022	1350		Gnar_22	
Gragas	Original Gragas	0	2/2/2010	790	360	Gragas_0	
Gragas	Scuba Gragas	1	5/3/2010	975	361	Gragas_1	
Gragas	Hillbilly Gragas	2	8/1/2010	520	362	Gragas_2	
Gragas	Santa Gragas	3	12/14/2010	975	363	Gragas_3	
Gragas	Gragas, Esq.	4	4/12/2011	975	364	Gragas_4	
Gragas	Vandal Gragas	5	3/2/2012	975	365	Gragas_5	
Gragas	Oktoberfest Gragas	6	9/21/2012	975	366	Gragas_6	
Gragas	Superfan Gragas	7	6/18/2014	750	367	Gragas_7	
Gragas	Fnatic Gragas	8	9/24/2014	750	368	Gragas_8	yes
Gragas	Gragas Caskbreaker	9	12/7/2015	750	369	Gragas_9	
Gragas	Arctic Ops Gragas	10	1/25/2018	1350	370	Gragas_10	
Gragas	Warden Gragas	11	1/7/2021	1350	371	Gragas_11	
Graves	Original Graves	0	10/19/2011	880	372	Graves_0	
Graves	Hired Gun Graves	1	10/19/2011	520	373	Graves_1	
Graves	Jailbreak Graves	2	10/19/2011	975	374	Graves_2	
Graves	Crime City Graves	3	4/2/2012	975	375	Graves_3	
