12.3	1.Name	2.Nr	3.Release date	4.Price	5.ID	6.File Name	7.Limited
Akali	Headhunter Akali	7	23-Mar-2015	1350	31	Akali_7	
Akali	Sashimi Akali	8	07-Sep-2016	750	32	Akali_8	
Akali	K/DA Akali	9	03-Nov-2018	1350	33	Akali_9	
Akali	K/DA Akali Prestige Edition	10	06-Dec-2018	special	34	Akali_13	
Akali	PROJECT: Akali	11	01-Aug-2019	1350	35	Akali_14	
Akali	True Damage Akali	12	10-Nov-2019	1350	36	Akali_15	
Akali	K/DA ALL OUT Akali	13	29-Oct-2020	1350	37	Akali_32	
Akali	Crime City Nightmare Akali		26-Aug-2021	1350		Akali_50	
Akshan	Original Akshan	0	22-Jul-2021	975	39	Akshan_0	
Akshan	Cyber Pop Akshan	1	22-Jul-2021	1350	40	Akshan_1	
Alistar	Original Alistar	0	21-Feb-2009	585	41	Alistar_0	
Alistar	Black Alistar	1	13-Jun-2009	special	42	Alistar_1	
Alistar	Golden Alistar	2	13-Jan-2010	390	43	Alistar_2	
Alistar	Matador Alistar	3	11-May-2010	975	44	Alistar_3	
Alistar	Longhorn Alistar	4	16-Feb-2011	520	45	Alistar_4	
Alistar	Unchained Alistar	5	22-Sep-2011	special	46	Alistar_5	
Alistar	Infernal Alistar	6	13-Jul-2012	975	47	Alistar_6	
Alistar	Sweeper Alistar	7	18-Jun-2014	750	48	Alistar_7	
Alistar	Marauder Alistar	8	30-Sep-2015	750	49	Alistar_8	
Alistar	SKT T1 Alistar	9	17-Aug-2016	975	50	Alistar_9	yes
Alistar	Moo Cow Alistar	10	29-Mar-2017	975	51	Alistar_10	
Alistar	Hextech Alistar	11	26-Mar-2018	special	52	Alistar_19	
Alistar	Conqueror Alistar	12	30-Apr-2019	975	53	Alistar_20	yes
Alistar	Blackfrost Alistar	13	05-Mar-2020	1350	54	Alistar_22	
Alistar	Lunar Beast Alistar	14	04-Feb-2021	1350	55	Alistar_29	
Amumu	Original Amumu	0	25-Jun-2009	260	56	Amumu_0	
Amumu	Pharaoh Amumu	1	02-Feb-2010	520	57	Amumu_1	
Amumu	Vancouver Amumu	2	12-Feb-2010	520	58	Amumu_2	
Amumu	Emumu	3	01-Aug-2010	520	59	Amumu_3	
Amumu	Re-Gifted Amumu	4	14-Dec-2010	520	60	Amumu_4	
Amumu	Almost-Prom King Amumu	5	07-Feb-2011	520	61	Amumu_5	
Amumu	Little Knight Amumu	6	18-Jul-2011	750	62	Amumu_6	
Amumu	Sad Robot Amumu	7	28-May-2012	1350	63	Amumu_7	
Amumu	Surprise Party Amumu	8	31-Mar-2015	1350	64	Amumu_8	
Amumu	Infernal Amumu	9	16-Oct-2018	1350	65	Amumu_17	
Amumu	Hextech Amumu	10	26-Sep-2019	special	66	Amumu_23	
Amumu	Pumpkin Prince Amumu	11	22-Oct-2020	1350	67	Amumu_24	
Amumu	Porcelain Amumu		26-Jan-2022	1350		Amumu_34	
Anivia	Original Anivia	0	09-Jul-2009	790	68	Anivia_0	
Anivia	Team Spirit Anivia	1	12-Feb-2010	520	69	Anivia_1	
Anivia	Bird of Prey Anivia	2	02-May-2010	520	70	Anivia_2	
Anivia	Noxus Hunter Anivia	3	24-Aug-2010	520	71	Anivia_3	
Anivia	Hextech Anivia	4	01-Mar-2011	750	72	Anivia_4	
Anivia	Blackfrost Anivia	5	29-Apr-2013	1820	73	Anivia_5	
Anivia	Prehistoric Anivia	6	14-Jun-2015	750	74	Anivia_6	
Anivia	Festival Queen Anivia	7	23-Feb-2017	975	75	Anivia_7	
Anivia	Papercraft Anivia	8	21-Feb-2019	1350	76	Anivia_8	
Anivia	Cosmic Flight Anivia	9	24-Nov-2020	1350	77	Anivia_17	
Anivia	Divine Phoenix Anivia		02-Sep-2021	1350		Anivia_27	
Annie	Original Annie	0	21-Feb-2009	260	79	Annie_0	
Annie	Goth Annie	1	27-Oct-2009	special	80	Annie_1	
Annie	Red Riding Annie	2	27-Apr-2010	520	81	Annie_2	
Annie	Annie in Wonderland	3	16-Aug-2010	1820	82	Annie_3	
Annie	Prom Queen Annie	4	07-Feb-2011	520	83	Annie_4	
Annie	Frostfire Annie	5	24-May-2011	975	84	Annie_5	
Annie	Reverse Annie	6	06-Sep-2011	975	85	Annie_6	
Annie	FrankenTibbers Annie	7	19-Oct-2011	975	86	Annie_7	
Annie	Panda Annie	8	08-Feb-2013	975	87	Annie_8	
Annie	Sweetheart Annie	9	13-Feb-2015	750	88	Annie_9	
Annie	Hextech Annie	10	15-Mar-2016	special	89	Annie_10	
Annie	Super Galaxy Annie	11	16-Oct-2017	1350	90	Annie_11	
Annie	Annie-Versary	12	27-Oct-2019	special	91	Annie_12	
Annie	Lunar Beast Annie	13	04-Feb-2021	1350	92	Annie_13	
Annie	Cafe Cuties Annie		02-Dec-2021	1350		Annie_22	
Aphelios	Original Aphelios	0	11-Dec-2019	975	93	Aphelios_0	
Aphelios	Nightbringer Aphelios	1	11-Dec-2019	1350	94	Aphelios_1	
Aphelios	Lunar Beast Aphelios	2	04-Feb-2021	1350	95	Aphelios_9	
Ashe	Original Ashe	0	21-Feb-2009	260	96	Ashe_0	
Ashe	Freljord Ashe	1	20-Nov-2009	520	97	Ashe_1	
Ashe	Sherwood Forest Ashe	2	08-Apr-2010	520	98	Ashe_2	
Ashe	Woad Ashe	3	18-Jul-2010	520	99	Ashe_3	
Ashe	Queen Ashe	4	21-Sep-2010	975	100	Ashe_4	
Ashe	Amethyst Ashe	5	15-Nov-2011	975	101	Ashe_5	
Ashe	Heartseeker Ashe	6	14-Feb-2014	975	102	Ashe_6	
Ashe	Marauder Ashe	7	17-Feb-2015	750	103	Ashe_7	
Ashe	PROJECT: Ashe	8	01-Aug-2016	1820	104	Ashe_8	
Ashe	Championship Ashe	9	12-Sep-2017	1350	105	Ashe_9	yes
Ashe	Cosmic Queen Ashe	10	21-Aug-2018	1350	106	Ashe_11	
Ashe	High Noon Ashe	11	10-Oct-2019	1820	107	Ashe_17	
Ashe	Fae Dragon Ashe	12	01-Oct-2020	1350	108	Ashe_23	
Ashe	Coven Ashe	13	12-Aug-2021	1350	109	Ashe_32	
Aurelion Sol	Original Aurelion Sol	0	24-Mar-2016	975	110	AurelionSol_0	
Aurelion Sol	Ashen Lord Aurelion Sol	1	24-Mar-2016	1350	111	AurelionSol_1	
Aurelion Sol	Mecha Aurelion Sol	2	16-Aug-2018	1350	112	AurelionSol_2	
Aurelion Sol	Storm Dragon Aurelion Sol	3	01-Oct-2020	1350	113	AurelionSol_11	
Azir	Original Azir	0	15-Sep-2014	975	114	Azir_0	
Azir	Galactic Azir	1	15-Sep-2014	975	115	Azir_1	
Azir	Gravelord Azir	2	01-Dec-2015	1350	116	Azir_2	
Azir	SKT T1 Azir	3	17-Aug-2016	975	117	Azir_3	yes
Azir	Warring Kingdoms Azir	4	19-Jan-2017	1350	118	Azir_4	
Azir	Elderwood Azir	5	10-Dec-2020	1350	119	Azir_5	
Bard	Original Bard	0	12-Mar-2015	975	120	Bard_0	
Bard	Elderwood Bard	1	12-Mar-2015	975	121	Bard_1	
Bard	Snow Day Bard	2	10-Dec-2015	1350	122	Bard_5	
Bard	Bard Bard	3	17-Nov-2016	750	123	Bard_6	
Bard	Astronaut Bard	4	28-May-2020	1350	124	Bard_8	
Bard	Cafe Cuties Bard		02-Dec-2021	1350		Bard_17	
Blitzcrank	Original Blitzcrank	0	01-Sep-2009	790	125	Blitzcrank_0	
Blitzcrank	Rusty Blitzcrank	1	20-Nov-2009	520	126	Blitzcrank_1	
Blitzcrank	Goalkeeper Blitzcrank	2	24-Jun-2010	520	127	Blitzcrank_2	
Blitzcrank	Boom Boom Blitzcrank	3	29-Aug-2010	520	128	Blitzcrank_3	
Blitzcrank	Piltover Customs Blitzcrank	4	07-Mar-2011	1350	129	Blitzcrank_4	
Blitzcrank	Definitely Not Blitzcrank	5	19-Oct-2011	975	130	Blitzcrank_5	
Blitzcrank	iBlitzcrank	6	01-Mar-2013	1350	131	Blitzcrank_6	
Blitzcrank	Riot Blitzcrank	7	21-Oct-2013	975	132	Blitzcrank_7	
Blitzcrank	Battle Boss Blitzcrank	8	19-Aug-2015	1350	133	Blitzcrank_11	
Blitzcrank	Lancer Paragon Blitzcrank	9	16-Nov-2017	1350	134	Blitzcrank_20	
Blitzcrank	Lancer Rogue Blitzcrank	10	16-Nov-2017	1350	135	Blitzcrank_21	
Blitzcrank	Witch's Brew Blitzcrank	11	24-Oct-2019	1350	136	Blitzcrank_22	
Blitzcrank	Space Groove Blitz & Crank	12	01-Apr-2021	1820	137	Blitzcrank_29	
Blitzcrank	Victorious Blitzcrank		16-Nov-2021	special		Blitzcrank_36	
Brand	Original Brand	0	12-Apr-2011	880	138	Brand_0	
Brand	Apocalyptic Brand	1	12-Apr-2011	750	139	Brand_1	
Brand	Vandal Brand	2	12-Apr-2011	520	140	Brand_2	
Brand	Cryocore Brand	3	05-Oct-2011	975	141	Brand_3	
Brand	Zombie Brand	4	26-Oct-2012	1820	142	Brand_4	
Brand	Spirit Fire Brand	5	21-Oct-2015	1350	143	Brand_5	
Brand	Battle Boss Brand	6	08-Aug-2017	1350	144	Brand_6	
Brand	Arclight Brand	7	07-Mar-2019	1350	145	Brand_7	
Brand	Eternal Dragon Brand	8	01-Oct-2020	1350	146	Brand_8	
Brand	Debonair Brand		09-Dec-2021	1350		Brand_21	
Brand	Debonair Brand Prestige Edition		09-Dec-2021	special		Brand_22	
Braum	Original Braum	0	11-May-2014	975	147	Braum_0	
Braum	Dragonslayer Braum	1	11-May-2014	975	148	Braum_1	
Braum	El Tigre Braum	2	21-Jan-2015	1350	149	Braum_2	
Braum	Braum Lionheart	3	07-Dec-2015	750	150	Braum_3	
Braum	Santa Braum	4	14-Dec-2016	1350	151	Braum_10	
Braum	Crime City Braum	5	23-Aug-2018	1350	152	Braum_11	
Braum	Sugar Rush Braum	6	17-Dec-2019	1350	153	Braum_24	
Braum	Pool Party Braum	7	09-Jun-2021	1350	154	Braum_33	
Caitlyn	Original Caitlyn	0	04-Jan-2011	880	155	Caitlyn_0	
Caitlyn	Resistance Caitlyn	1	04-Jan-2011	520	156	Caitlyn_1	
Caitlyn	Sheriff Caitlyn	2	04-Jan-2011	520	157	Caitlyn_2	
Caitlyn	Safari Caitlyn	3	10-May-2011	975	158	Caitlyn_3	
Caitlyn	Arctic Warfare Caitlyn	5	29-Dec-2011	750	160	Caitlyn_4	
Caitlyn	Officer Caitlyn	4	05-Oct-2011	975	159	Caitlyn_5	
Caitlyn	Headhunter Caitlyn	6	03-Sep-2014	975	161	Caitlyn_6	
Caitlyn	Lunar Wraith Caitlyn	7	27-Jan-2016	1350	162	Caitlyn_10	
Caitlyn	Pulsefire Caitlyn	8	24-May-2017	1820	163	Caitlyn_11	
Caitlyn	Pool Party Caitlyn	9	02-Aug-2018	1350	164	Caitlyn_13	
Caitlyn	Arcade Caitlyn	10	28-Jun-2019	1350	165	Caitlyn_19	
Caitlyn	Arcade Caitlyn Prestige Edition	11	28-Jun-2019	special	166	Caitlyn_20	
Caitlyn	Battle Academia Caitlyn	12	18-Mar-2021	1820	167	Caitlyn_22	
Caitlyn	Arcane Caitlyn		22-Nov-2021	975		Caitlyn_28	
Camille	Original Camille	0	07-Dec-2016	975	168	Camille_0	
Camille	Program Camille	1	12-Dec-2016	1350	169	Camille_1	
Camille	Coven Camille	2	27-Nov-2018	1350	170	Camille_2	
Camille	iG Camille	3	23-Apr-2019	1350	171	Camille_10	yes
Camille	Arcana Camille	4	13-May-2021	1350	172	Camille_11	
Cassiopeia	Original Cassiopeia	0	14-Dec-2010	880	173	Cassiopeia_0	
Cassiopeia	Desperada Cassiopeia	1	14-Dec-2010	520	174	Cassiopeia_1	
Cassiopeia	Siren Cassiopeia	2	14-Dec-2010	520	175	Cassiopeia_2	
Cassiopeia	Mythic Cassiopeia	3	18-Jul-2012	975	176	Cassiopeia_3	
Cassiopeia	Jade Fang Cassiopeia	4	08-Feb-2013	975	177	Cassiopeia_4	
Cassiopeia	Eternum Cassiopeia	5	20-Sep-2017	1350	178	Cassiopeia_8	
Cassiopeia	Spirit Blossom Cassiopeia	6	06-Aug-2020	1350	179	Cassiopeia_9	
Cassiopeia	Coven Cassiopeia	7	12-Aug-2021	1350	180	Cassiopeia_18	
Cho'Gath	Original Cho'Gath	0	25-Jun-2009	585	181	Chogath_0	
Cho'Gath	Nightmare Cho'Gath	1	20-Nov-2009	520	182	Chogath_1	
Cho'Gath	Gentleman Cho'Gath	2	11-May-2010	1820	183	Chogath_2	
Cho'Gath	Loch Ness Cho'Gath	3	01-Mar-2011	520	184	Chogath_3	
Cho'Gath	Jurassic Cho'Gath	4	01-Nov-2011	975	185	Chogath_4	
Cho'Gath	Battlecast Prime Cho'Gath	5	03-Aug-2012	1820	186	Chogath_5	
Cho'Gath	Prehistoric Cho'Gath	6	14-Jun-2015	750	187	Chogath_6	
Cho'Gath	Dark Star Cho'Gath	7	13-Jul-2018	special	188	Chogath_7	
Cho'Gath	Shan Hai Scrolls Cho'Gath	8	28-Jan-2021	1350	189	Chogath_14	
Corki	Original Corki	0	18-Sep-2009	790	190	Corki_0	
Corki	UFO Corki	1	01-Jan-2010	special	191	Corki_1	yes
Corki	Ice Toboggan Corki	2	12-Feb-2010	1820	192	Corki_2	
Corki	Red Baron Corki	3	24-Mar-2010	1820	193	Corki_3	
Corki	Hot Rod Corki	4	27-Jul-2010	520	194	Corki_4	
Corki	Urfrider Corki	5	04-Apr-2011	975	195	Corki_5	
Corki	Dragonwing Corki	6	08-Feb-2013	975	196	Corki_6	
Corki	Fnatic Corki	7	24-Sep-2014	750	197	Corki_7	yes
Corki	Arcade Corki	8	24-Aug-2016	1350	198	Corki_8	
Corki	Corgi Corki	9	27-Mar-2019	1350	199	Corki_18	
Corki	Astronaut Corki	10	01-Jul-2021	1350	200	Corki_26	
Darius	Original Darius	0	22-May-2012	880	201	Darius_0	
Darius	Lord Darius	1	22-May-2012	975	202	Darius_1	
Darius	Bioforge Darius	2	13-Nov-2012	975	203	Darius_2	
Darius	Woad King Darius	3	16-Jun-2013	975	204	Darius_3	
Darius	Dunkmaster Darius	4	12-Oct-2014	1820	205	Darius_4	
Darius	Academy Darius	5	26-Aug-2015	750	206	Darius_8	
Darius	Dreadnova Darius	6	12-Apr-2017	special	207	Darius_14	
Darius	God-King Darius	7	27-Jun-2018	1820	208	Darius_15	
Darius	High Noon Darius	8	10-Oct-2019	1350	209	Darius_16	
Darius	Lunar Beast Darius	9	04-Feb-2021	1350	210	Darius_24	
Darius	Crime City Nightmare Darius		26-Aug-2021	1350		Darius_33	
Diana	Original Diana	0	07-Aug-2012	880	212	Diana_0	
Diana	Dark Valkyrie Diana	1	07-Aug-2012	975	213	Diana_1	
Diana	Lunar Goddess Diana	2	28-Jan-2014	975	214	Diana_2	
Diana	Infernal Diana	3	20-Apr-2016	1350	215	Diana_3	
Diana	Blood Moon Diana	4	09-Feb-2017	1350	216	Diana_11	
Diana	Dark Waters Diana	5	31-May-2018	1350	217	Diana_12	
Diana	Dragonslayer Diana	6	30-Jan-2020	1350	218	Diana_18	
Diana	Battle Queen Diana	7	10-Dec-2020	1350	219	Diana_25	
Diana	Battle Queen Diana Prestige Edition	8	10-Dec-2020	special	220	Diana_26	
Diana	Sentinel Diana	9	08-Jul-2021	1350	221	Diana_27	
Diana	Firecracker Diana		26-Jan-2022	1350		Diana_37	
Draven	Original Draven	0	05-Jun-2012	880	233	Draven_0	
Draven	Soul Reaver Draven	1	05-Jun-2012	1350	234	Draven_1	
Draven	Gladiator Draven	2	25-Mar-2013	975	235	Draven_2	
Draven	Primetime Draven	3	20-Jun-2014	975	236	Draven_3	
Draven	Pool Party Draven	4	25-Jun-2015	975	237	Draven_4	
Draven	Beast Hunter Draven	5	04-Feb-2016	750	238	Draven_5	
Draven	Draven Draven	6	31-Mar-2016	500	239	Draven_6	
Draven	Santa Draven	7	12-Dec-2017	1350	240	Draven_12	
Draven	Mecha Kingdoms Draven	8	15-Jan-2020	1350	241	Draven_13	
Draven	Ruined Draven	9	21-Jan-2021	1350	242	Draven_20	
Draven	Debonair Draven		09-Dec-2021	1350		Draven_29	
Ekko	Original Ekko	0	27-May-2015	975	243	Ekko_0	
Ekko	Sandstorm Ekko	1	27-May-2015	975	244	Ekko_1	
Ekko	Academy Ekko	2	26-Aug-2015	750	245	Ekko_2	
Ekko	PROJECT: Ekko	3	01-Aug-2016	1350	246	Ekko_3	
Ekko	SKT T1 Ekko	4	27-Jun-2017	1350	247	Ekko_11	yes
Ekko	Trick or Treat Ekko	5	24-Oct-2018	1350	248	Ekko_12	
Ekko	True Damage Ekko	6	10-Nov-2019	1820	249	Ekko_19	
Ekko	Pulsefire Ekko	7	14-May-2020	1350	250	Ekko_28	
Elise	Original Elise	0	26-Oct-2012	880	251	Elise_0	
Elise	Death Blossom Elise	1	26-Oct-2012	975	252	Elise_1	
Elise	Victorious Elise	2	20-Dec-2013	special	253	Elise_2	
Elise	Blood Moon Elise	3	08-Jan-2015	975	254	Elise_3	
Elise	SKT T1 Elise	4	17-Aug-2016	975	255	Elise_4	yes
Elise	Super Galaxy Elise	5	16-Oct-2017	1350	256	Elise_5	
Elise	Bewitching Elise	6	22-Oct-2020	1350	257	Elise_6	
Evelynn	Original Evelynn	0	30-Apr-2009	585	258	Evelynn_0	
Evelynn	Shadow Evelynn	1	20-Nov-2009	520	259	Evelynn_1	
Evelynn	Masquerade Evelynn	2	17-May-2010	520	260	Evelynn_2	
Evelynn	Tango Evelynn	3	05-Oct-2010	520	261	Evelynn_3	
Evelynn	Safecracker Evelynn	4	28-Nov-2014	750	262	Evelynn_4	
Evelynn	Blood Moon Evelynn	5	08-May-2018	975	263	Evelynn_5	
Evelynn	K/DA Evelynn	6	03-Nov-2018	1350	264	Evelynn_6	
Evelynn	K/DA Evelynn Prestige Edition	7	18-Apr-2019	special	265	Evelynn_7	
Evelynn	Sugar Rush Evelynn	8	17-Dec-2019	1350	266	Evelynn_8	
Evelynn	K/DA ALL OUT Evelynn	9	29-Oct-2020	1350	267	Evelynn_15	
Evelynn	Coven Evelynn	10	12-Aug-2021	1820	268	Evelynn_24	
Ezreal	Original Ezreal	0	16-Mar-2010	880	269	Ezreal_0	
Ezreal	Nottingham Ezreal	1	16-Mar-2010	520	270	Ezreal_1	
Ezreal	Striker Ezreal	2	24-Jun-2010	520	271	Ezreal_2	
Ezreal	Frosted Ezreal	3	18-Jul-2010	520	272	Ezreal_3	
Ezreal	Explorer Ezreal	4	13-Oct-2010	750	273	Ezreal_4	
Ezreal	Pulsefire Ezreal	5	29-Jun-2012	3250	274	Ezreal_5	
Ezreal	TPA Ezreal	6	23-May-2013	750	275	Ezreal_6	yes
Ezreal	Debonair Ezreal	7	05-Aug-2014	750	276	Ezreal_7	
Ezreal	Ace of Spades Ezreal	8	20-May-2015	750	277	Ezreal_8	
Ezreal	Arcade Ezreal	9	24-Aug-2016	1350	278	Ezreal_9	
Ezreal	Star Guardian Ezreal	10	06-Sep-2017	1350	279	Ezreal_18	
Ezreal	SSG Ezreal	11	20-Jul-2018	1350	280	Ezreal_19	yes
Ezreal	Pajama Guardian Ezreal	12	21-Nov-2018	1350	281	Ezreal_20	
Ezreal	Battle Academia Ezreal	13	15-May-2019	1820	282	Ezreal_21	
Ezreal	PsyOps Ezreal Prestige Edition	14	03-Sep-2020	special	283	Ezreal_22	
Ezreal	PsyOps Ezreal	15	03-Sep-2020	1350	284	Ezreal_23	
Ezreal	Porcelain Protector Ezreal		26-Jan-2022	1820		Ezreal_25	
Fiddlesticks	Original Fiddlesticks	0	21-Feb-2009	585	285	FiddleSticks_0	
Fiddlesticks	Union Jack Fiddlesticks	1	12-Feb-2010	520	286	FiddleSticks_1	
Fiddlesticks	Spectral Fiddlesticks	2	16-Mar-2010	520	287	FiddleSticks_2	
Fiddlesticks	Fiddle Me Timbers	3	26-Apr-2010	750	288	FiddleSticks_3	
Fiddlesticks	Bandito Fiddlesticks	4	10-Aug-2010	520	289	FiddleSticks_4	
Fiddlesticks	Pumpkinhead Fiddlesticks	5	19-Oct-2010	520	290	FiddleSticks_5	
Fiddlesticks	Surprise Party Fiddlesticks	6	27-Oct-2011	975	291	FiddleSticks_6	
Fiddlesticks	Dark Candy Fiddlesticks	7	14-Dec-2012	975	292	FiddleSticks_7	
Fiddlesticks	Risen Fiddlesticks	8	29-Apr-2015	1350	293	FiddleSticks_8	
Fiddlesticks	Praetorian Fiddlesticks	9	08-Nov-2018	1350	294	FiddleSticks_9	
Fiora	Original Fiora	0	29-Feb-2012	880	295	Fiora_0	
Fiora	Nightraven Fiora	1	29-Feb-2012		296	Fiora_1	
Fiora	Royal Guard Fiora	2	29-Feb-2012	520	297	Fiora_2	
Fiora	Headmistress Fiora	3	26-Oct-2012	975	298	Fiora_3	
Fiora	PROJECT: Fiora	4	07-Sep-2015	1350	299	Fiora_4	
Fiora	Pool Party Fiora	5	13-Jul-2016	1350	300	Fiora_5	
Fiora	Soaring Sword Fiora	6	27-Sep-2017	1350	301	Fiora_22	
Fiora	Heartpiercer Fiora	7	11-Feb-2019	1350	302	Fiora_23	
Fiora	iG Fiora	8	23-Apr-2019	1350	303	Fiora_31	yes
Fiora	Pulsefire Fiora	9	14-May-2020	1350	304	Fiora_41	
Fiora	Lunar Beast Fiora	10	04-Feb-2021	1350	305	Fiora_50	
Fiora	Lunar Beast Fiora Prestige Edition	11	04-Feb-2021	special	306	Fiora_51	
Fiora	Bewitching Fiora		7-Oct-2021	1350		Fiora_60	
Fizz	Original Fizz	0	15-Nov-2011	880	307	Fizz_0	
Fizz	Atlantean Fizz	1	15-Nov-2011	520	308	Fizz_1	
Fizz	Tundra Fizz	2	15-Nov-2011	750	309	Fizz_2	
Fizz	Fisherman Fizz	3	01-Apr-2012	975	310	Fizz_3	
Fizz	Void Fizz	4	06-Apr-2014	1350	311	Fizz_4	
Fizz	Cottontail Fizz	5	09-Aug-2015	975	312	Fizz_8	
Fizz	Super Galaxy Fizz	6	25-May-2016	1350	313	Fizz_9	
Fizz	Omega Squad Fizz	7	26-Jul-2017	1350	314	Fizz_10	
Fizz	Fuzz Fizz	8	27-Mar-2019	1350	315	Fizz_14	
Fizz	Fuzz Fizz Prestige Edition	9	27-Mar-2019	special	316	Fizz_15	
Fizz	Little Devil Fizz	10	22-Oct-2020	1350	317	Fizz_16	
Galio	Original Galio	0	10-Aug-2010	790	318	Galio_0	
Galio	Enchanted Galio	1	10-Aug-2010	520	319	Galio_1	
Galio	Hextech Galio	2	10-Aug-2010	520	320	Galio_2	
Galio	Commando Galio	3	18-Jan-2011	520	321	Galio_3	
Galio	Gatekeeper Galio	4	23-Apr-2012	1820	322	Galio_4	
Galio	Debonair Galio	5	13-Apr-2015	750	323	Galio_5	
Galio	Birdio	6	29-Mar-2018	975	324	Galio_6	
Galio	Infernal Galio	7	05-Sep-2019	1350	325	Galio_13	
Galio	Dragon Guardian Galio	8	15-Apr-2021	1350	326	Galio_19	
Gangplank	Original Gangplank	0	18-Aug-2009	790	327	Gangplank_0	
Gangplank	Spooky Gangplank	1	16-Mar-2010	520	328	Gangplank_1	
Gangplank	Minuteman Gangplank	2	03-Jul-2010	520	329	Gangplank_2	
Gangplank	Sailor Gangplank	3	10-Jan-2011	750	330	Gangplank_3	
Gangplank	Toy Soldier Gangplank	4	14-Dec-2011	975	331	Gangplank_4	
Gangplank	special Forces Gangplank	5	12-Sep-2012	975	332	Gangplank_5	
Gangplank	Sultan Gangplank	6	13-Nov-2013	975	333	Gangplank_6	
Gangplank	Captain Gangplank	7	09-Aug-2015	975	334	Gangplank_7	
Gangplank	Dreadnova Gangplank	8	12-Jan-2017	1350	335	Gangplank_8	
Gangplank	Pool Party Gangplank	9	02-Aug-2018	1350	336	Gangplank_14	
Gangplank	FPX Gangplank	10	30-Apr-2020	1350	337	Gangplank_21	yes
Garen	Original Garen	0	27-Apr-2010	260	338	Garen_0	
Garen	Desert Trooper Garen	1	27-Apr-2010	520	339	Garen_1	
Garen	Sanguine Garen	2	27-Apr-2010	520	340	Garen_2	
Garen	Commando Garen	3	08-Sep-2010	520	341	Garen_3	
Garen	Dreadknight Garen	4	18-Jan-2011	975	342	Garen_4	
Garen	Rugged Garen	5	15-Aug-2011	750	343	Garen_5	
Garen	Steel Legion Garen	6	01-Feb-2013	1350	344	Garen_6	
Garen	Rogue Admiral Garen	7	22-Jul-2015	750	345	Garen_10	
Garen	Warring Kingdoms Garen	8	19-Jan-2017	1350	346	Garen_11	
Garen	God-King Garen	9	27-Jun-2018	1820	347	Garen_13	
Garen	Demacia Vice Garen	10	18-Jul-2019	1350	348	Garen_14	
Garen	Mecha Kingdoms Garen	11	15-Jan-2020	1350	349	Garen_22	
Garen	Mecha Kingdoms Garen Prestige Edition	12	15-Jan-2020	special	350	Garen_23	
Garen	Battle Academia Garen	13	18-Mar-2021	1350	351	Garen_24	
Gnar	Original Gnar	0	13-Aug-2014	975	352	Gnar_0	
Gnar	Dino Gnar	1	13-Aug-2014	975	353	Gnar_1	
Gnar	Gentleman Gnar	2	14-Jul-2015	975	354	Gnar_2	
Gnar	Snow Day Gnar	3	10-Dec-2015	975	355	Gnar_3	
Gnar	El León Gnar	4	01-Jun-2016	750	356	Gnar_4	
Gnar	Super Galaxy Gnar	5	16-Oct-2017	1350	357	Gnar_13	
